transaction_id,trade_date_key,portfolio_id,asset_id,transaction_type,quantity,price,gross_amount,fee_amount,net_amount,cash_impact,notes
TXN00009465,20231201,PRT00012,AST0001,BUY,0.40935259,96.2426,39.4,0.25,39.65,-39.65,Invest deposit (target weights)
TXN00009466,20231201,PRT00012,AST0056,BUY,0.32324067,121.8818,39.4,0.25,39.65,-39.65,Invest deposit (target weights)
TXN00009467,20231201,PRT00012,AST0040,BUY,0.6415803,61.4064,39.4,0.25,39.65,-39.65,Invest deposit (target weights)
TXN00009468,20231201,PRT00012,AST0044,BUY,0.30966416,76.3352,23.64,0.25,23.89,-23.89,Invest deposit (target weights)
TXN00009469,20240101,PRT00012,CASH0001,DEPOSIT,682.85,1.0,682.85,0.0,682.85,682.85,Recurring deposit
TXN00009470,20240101,PRT00012,CASH0001,FEE,6.87,1.0,6.87,0.0,6.87,-6.87,Monthly fee
TXN00009471,20240101,PRT00012,CASH0001,DIVIDEND,29.09,1.0,29.09,0.0,29.09,29.09,Dividend credit (synthetic)
TXN00009472,20240101,PRT00012,AST0015,BUY,0.25656925,133.0742,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009473,20240101,PRT00012,AST0038,BUY,0.47015771,72.6198,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009474,20240101,PRT00012,AST0059,BUY,0.30888154,110.5367,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009475,20240101,PRT00012,AST0060,BUY,1.83118272,18.6452,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009476,20240101,PRT00012,AST0039,BUY,0.35448687,96.316,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009477,20240101,PRT00012,AST0037,BUY,0.5199699,65.6629,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009478,20240101,PRT00012,AST0006,BUY,0.45908179,74.3718,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009479,20240101,PRT00012,AST0026,BUY,0.64299153,53.0998,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009480,20240101,PRT00012,AST0025,BUY,2.44343295,13.9733,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009481,20240101,PRT00012,AST0014,BUY,0.78361562,43.5708,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009482,20240101,PRT00012,AST0045,BUY,0.94263069,36.2207,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009483,20240101,PRT00012,AST0055,BUY,0.50817453,67.1871,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009484,20240101,PRT00012,AST0031,BUY,0.26557393,128.5621,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009485,20240101,PRT00012,AST0027,BUY,0.27545899,123.9486,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009486,20240101,PRT00012,AST0057,BUY,0.27234109,125.3676,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009487,20240101,PRT00012,AST0022,BUY,0.27100386,125.9862,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009488,20240101,PRT00012,AST0001,BUY,0.34238603,99.72,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009489,20240101,PRT00012,AST0056,BUY,0.27421119,124.5126,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009490,20240101,PRT00012,AST0040,BUY,0.57632965,59.2417,34.14,0.25,34.39,-34.39,Invest deposit (target weights)
TXN00009491,20240101,PRT00012,AST0044,BUY,0.27800305,73.6886,20.49,0.25,20.74,-20.74,Invest deposit (target weights)
TXN00009492,20240201,PRT00012,CASH0001,DEPOSIT,853.09,1.0,853.09,0.0,853.09,853.09,Recurring deposit
TXN00009493,20240201,PRT00012,CASH0001,FEE,5.81,1.0,5.81,0.0,5.81,-5.81,Monthly fee
TXN00009494,20240201,PRT00012,CASH0001,DIVIDEND,12.39,1.0,12.39,0.0,12.39,12.39,Dividend credit (synthetic)
TXN00009495,20240201,PRT00012,AST0015,BUY,0.3252929,131.1259,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009496,20240201,PRT00012,AST0038,BUY,0.64046311,66.5992,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009497,20240201,PRT00012,AST0059,BUY,0.42076603,101.3731,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009498,20240201,PRT00012,AST0060,BUY,2.24802585,18.9741,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009499,20240201,PRT00012,AST0039,BUY,0.46837841,91.0681,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009500,20240201,PRT00012,AST0037,BUY,0.68314405,62.4383,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009501,20240201,PRT00012,AST0006,BUY,0.57076839,74.7314,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009502,20240201,PRT00012,AST0026,BUY,0.79958855,53.3454,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009503,20240201,PRT00012,AST0025,BUY,3.09312708,13.79,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009504,20240201,PRT00012,AST0014,BUY,1.00471581,42.4541,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009505,20240201,PRT00012,AST0045,BUY,1.34919536,31.6146,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009506,20240201,PRT00012,AST0055,BUY,0.69555601,61.3241,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009507,20240201,PRT00012,AST0031,BUY,0.33597622,126.9564,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009508,20240201,PRT00012,AST0027,BUY,0.3453989,123.493,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009509,20240201,PRT00012,AST0057,BUY,0.34182004,124.786,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009510,20240201,PRT00012,AST0022,BUY,0.33907621,125.7957,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009511,20240201,PRT00012,AST0001,BUY,0.4341493,98.2481,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009512,20240201,PRT00012,AST0056,BUY,0.34033564,125.3302,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009513,20240201,PRT00012,AST0040,BUY,0.77096287,55.3261,42.65,0.25,42.9,-42.9,Invest deposit (target weights)
TXN00009514,20240201,PRT00012,AST0044,BUY,0.32164208,79.5686,25.59,0.25,25.84,-25.84,Invest deposit (target weights)
TXN00009515,20240301,PRT00012,CASH0001,DEPOSIT,921.57,1.0,921.57,0.0,921.57,921.57,Recurring deposit
TXN00009516,20240301,PRT00012,CASH0001,FEE,6.56,1.0,6.56,0.0,6.56,-6.56,Monthly fee
TXN00009517,20240301,PRT00012,CASH0001,DIVIDEND,0.0,1.0,0.0,0.0,0.0,0.0,Dividend credit (synthetic)
TXN00009518,20240301,PRT00012,AST0015,BUY,0.39406585,116.9308,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009519,20240301,PRT00012,AST0038,BUY,0.7488961,61.5285,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009520,20240301,PRT00012,AST0059,BUY,0.50101126,91.9709,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009521,20240301,PRT00012,AST0060,BUY,2.49592571,18.4615,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009522,20240301,PRT00012,AST0039,BUY,0.52954513,87.0151,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009523,20240301,PRT00012,AST0037,BUY,0.78685722,58.5601,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009524,20240301,PRT00012,AST0006,BUY,0.67292938,68.4744,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009525,20240301,PRT00012,AST0026,BUY,0.89999994,51.1983,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009526,20240301,PRT00012,AST0025,BUY,3.58131495,12.8663,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009527,20240301,PRT00012,AST0014,BUY,1.13817535,40.4845,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009528,20240301,PRT00012,AST0045,BUY,1.5430331,29.8623,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009529,20240301,PRT00012,AST0055,BUY,0.80363217,57.3377,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009530,20240301,PRT00012,AST0031,BUY,0.35397459,130.1744,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009531,20240301,PRT00012,AST0027,BUY,0.36266452,127.0553,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009532,20240301,PRT00012,AST0057,BUY,0.36015019,127.9423,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009533,20240301,PRT00012,AST0022,BUY,0.35197737,130.9131,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009534,20240301,PRT00012,AST0001,BUY,0.4565217,100.9337,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009535,20240301,PRT00012,AST0056,BUY,0.36044267,127.8385,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009536,20240301,PRT00012,AST0040,BUY,0.95746083,48.1257,46.08,0.25,46.33,-46.33,Invest deposit (target weights)
TXN00009537,20240301,PRT00012,AST0044,BUY,0.34446343,80.2612,27.65,0.25,27.9,-27.9,Invest deposit (target weights)
TXN00009538,20240401,PRT00012,CASH0001,DEPOSIT,891.53,1.0,891.53,0.0,891.53,891.53,Recurring deposit
TXN00009539,20240401,PRT00012,CASH0001,FEE,6.64,1.0,6.64,0.0,6.64,-6.64,Monthly fee
TXN00009540,20240401,PRT00012,CASH0001,DIVIDEND,5.42,1.0,5.42,0.0,5.42,5.42,Dividend credit (synthetic)
TXN00009541,20240401,PRT00012,AST0015,BUY,0.42899045,103.9097,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009542,20240401,PRT00012,AST0038,BUY,0.79480724,56.0844,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009543,20240401,PRT00012,AST0059,BUY,0.6578078,67.7649,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009544,20240401,PRT00012,AST0060,BUY,2.44027346,18.2669,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009545,20240401,PRT00012,AST0039,BUY,0.57030067,78.1628,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009546,20240401,PRT00012,AST0037,BUY,0.76094933,58.5798,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009547,20240401,PRT00012,AST0006,BUY,0.74191162,60.083,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009548,20240401,PRT00012,AST0026,BUY,0.81601169,54.627,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009549,20240401,PRT00012,AST0025,BUY,3.46037029,12.8819,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009550,20240401,PRT00012,AST0014,BUY,1.12418941,39.6519,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009551,20240401,PRT00012,AST0045,BUY,1.40327473,31.7659,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009552,20240401,PRT00012,AST0055,BUY,0.80480506,55.3877,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009553,20240401,PRT00012,AST0031,BUY,0.32637245,136.581,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009554,20240401,PRT00012,AST0027,BUY,0.33681838,132.3451,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009555,20240401,PRT00012,AST0057,BUY,0.34174576,130.4369,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009556,20240401,PRT00012,AST0022,BUY,0.3278761,135.9546,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009557,20240401,PRT00012,AST0001,BUY,0.42614214,104.6042,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009558,20240401,PRT00012,AST0056,BUY,0.33075706,134.7704,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009559,20240401,PRT00012,AST0040,BUY,1.08632259,41.0341,44.58,0.25,44.83,-44.83,Invest deposit (target weights)
TXN00009560,20240401,PRT00012,AST0044,BUY,0.37165103,71.9647,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00009561,20240501,PRT00012,CASH0001,DEPOSIT,830.02,1.0,830.02,0.0,830.02,830.02,Recurring deposit
TXN00009562,20240501,PRT00012,CASH0001,FEE,6.2,1.0,6.2,0.0,6.2,-6.2,Monthly fee
TXN00009563,20240501,PRT00012,CASH0001,DIVIDEND,10.41,1.0,10.41,0.0,10.41,10.41,Dividend credit (synthetic)
TXN00009564,20240501,PRT00012,AST0015,BUY,0.45489726,91.2319,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009565,20240501,PRT00012,AST0038,BUY,0.87502545,47.4285,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009566,20240501,PRT00012,AST0059,BUY,0.63803426,65.0453,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009567,20240501,PRT00012,AST0060,BUY,2.57959687,16.0882,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009568,20240501,PRT00012,AST0039,BUY,0.55719565,74.4821,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009569,20240501,PRT00012,AST0037,BUY,0.76864421,53.9926,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009570,20240501,PRT00012,AST0006,BUY,0.69990221,59.2956,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009571,20240501,PRT00012,AST0026,BUY,0.83788211,49.531,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009572,20240501,PRT00012,AST0025,BUY,3.11911724,13.3054,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009573,20240501,PRT00012,AST0014,BUY,1.14002153,36.4038,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009574,20240501,PRT00012,AST0045,BUY,1.38983467,29.8605,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009575,20240501,PRT00012,AST0055,BUY,0.79849888,51.9739,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009576,20240501,PRT00012,AST0031,BUY,0.28079488,147.7987,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009577,20240501,PRT00012,AST0027,BUY,0.29681437,139.8218,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009578,20240501,PRT00012,AST0057,BUY,0.30433193,136.3679,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009579,20240501,PRT00012,AST0022,BUY,0.28831329,143.9445,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009580,20240501,PRT00012,AST0001,BUY,0.37159648,111.6833,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009581,20240501,PRT00012,AST0056,BUY,0.28851158,143.8456,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009582,20240501,PRT00012,AST0040,BUY,1.02541733,40.4724,41.5,0.25,41.75,-41.75,Invest deposit (target weights)
TXN00009583,20240501,PRT00012,AST0044,BUY,0.34431772,72.3189,24.9,0.25,25.15,-25.15,Invest deposit (target weights)
TXN00009584,20240603,PRT00012,CASH0001,DEPOSIT,1037.21,1.0,1037.21,0.0,1037.21,1037.21,Recurring deposit
TXN00009585,20240603,PRT00012,CASH0001,FEE,6.74,1.0,6.74,0.0,6.74,-6.74,Monthly fee
TXN00009586,20240603,PRT00012,CASH0001,DIVIDEND,15.4,1.0,15.4,0.0,15.4,15.4,Dividend credit (synthetic)
TXN00009587,20240603,PRT00012,AST0015,BUY,0.54764869,94.697,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009588,20240603,PRT00012,AST0038,BUY,1.28056992,40.4981,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009589,20240603,PRT00012,AST0059,BUY,0.8894774,58.3047,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009590,20240603,PRT00012,AST0060,BUY,3.30464677,15.6933,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009591,20240603,PRT00012,AST0039,BUY,0.7522442,68.9413,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009592,20240603,PRT00012,AST0037,BUY,0.98582943,52.6062,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009593,20240603,PRT00012,AST0006,BUY,0.88569263,58.5538,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009594,20240603,PRT00012,AST0026,BUY,1.11223577,46.6274,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009595,20240603,PRT00012,AST0025,BUY,3.9486378,13.1338,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009596,20240603,PRT00012,AST0014,BUY,1.65401709,31.3544,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009597,20240603,PRT00012,AST0045,BUY,1.71176264,30.2967,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009598,20240603,PRT00012,AST0055,BUY,1.04384567,49.6823,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009599,20240603,PRT00012,AST0031,BUY,0.3493153,148.4639,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009600,20240603,PRT00012,AST0027,BUY,0.36652898,141.4914,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009601,20240603,PRT00012,AST0057,BUY,0.37635889,137.7959,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009602,20240603,PRT00012,AST0022,BUY,0.35706441,145.2418,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009603,20240603,PRT00012,AST0001,BUY,0.46387311,111.7993,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009604,20240603,PRT00012,AST0056,BUY,0.35504065,146.0697,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009605,20240603,PRT00012,AST0040,BUY,1.40153338,37.0028,51.86,0.25,52.11,-52.11,Invest deposit (target weights)
TXN00009606,20240603,PRT00012,AST0044,BUY,0.39611901,78.5532,31.12,0.25,31.37,-31.37,Invest deposit (target weights)
TXN00009607,20240701,PRT00012,CASH0001,DEPOSIT,624.26,1.0,624.26,0.0,624.26,624.26,Recurring deposit
TXN00009608,20240701,PRT00012,CASH0001,FEE,5.79,1.0,5.79,0.0,5.79,-5.79,Monthly fee
TXN00009609,20240701,PRT00012,CASH0001,DIVIDEND,17.35,1.0,17.35,0.0,17.35,17.35,Dividend credit (synthetic)
TXN00009610,20240701,PRT00012,AST0015,BUY,0.32432502,96.24,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009611,20240701,PRT00012,AST0038,BUY,0.72932354,42.7972,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009612,20240701,PRT00012,AST0059,BUY,0.57645078,54.1469,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009613,20240701,PRT00012,AST0060,BUY,2.11983854,14.7242,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009614,20240701,PRT00012,AST0039,BUY,0.45969695,67.8991,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009615,20240701,PRT00012,AST0037,BUY,0.56371435,55.3703,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009616,20240701,PRT00012,AST0006,BUY,0.58063839,53.7564,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009617,20240701,PRT00012,AST0026,BUY,0.73117231,42.689,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009618,20240701,PRT00012,AST0025,BUY,2.42836657,12.8535,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009619,20240701,PRT00012,AST0014,BUY,1.05761704,29.5126,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009620,20240701,PRT00012,AST0045,BUY,1.16444538,26.8051,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009621,20240701,PRT00012,AST0055,BUY,0.74927213,41.6578,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009622,20240701,PRT00012,AST0031,BUY,0.20216816,154.3914,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009623,20240701,PRT00012,AST0027,BUY,0.21300872,146.534,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009624,20240701,PRT00012,AST0057,BUY,0.2186839,142.7312,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009625,20240701,PRT00012,AST0022,BUY,0.20846761,149.726,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009626,20240701,PRT00012,AST0001,BUY,0.27016952,115.5313,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009627,20240701,PRT00012,AST0056,BUY,0.20811215,149.9818,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009628,20240701,PRT00012,AST0040,BUY,0.86606745,36.0399,31.21,0.25,31.46,-31.46,Invest deposit (target weights)
TXN00009629,20240701,PRT00012,AST0044,BUY,0.23434552,79.9154,18.73,0.25,18.98,-18.98,Invest deposit (target weights)
TXN00009630,20240801,PRT00012,CASH0001,DEPOSIT,823.04,1.0,823.04,0.0,823.04,823.04,Recurring deposit
TXN00009631,20240801,PRT00012,CASH0001,FEE,5.72,1.0,5.72,0.0,5.72,-5.72,Monthly fee
TXN00009632,20240801,PRT00012,CASH0001,DIVIDEND,15.82,1.0,15.82,0.0,15.82,15.82,Dividend credit (synthetic)
TXN00009633,20240801,PRT00012,AST0015,BUY,0.41501451,99.1576,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009634,20240801,PRT00012,AST0038,BUY,0.85066646,48.376,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009635,20240801,PRT00012,AST0059,BUY,0.6582671,62.5154,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009636,20240801,PRT00012,AST0060,BUY,3.28296552,12.535,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009637,20240801,PRT00012,AST0039,BUY,0.69676121,59.0616,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009638,20240801,PRT00012,AST0037,BUY,0.6944124,59.2614,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009639,20240801,PRT00012,AST0006,BUY,0.77990202,52.7654,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009640,20240801,PRT00012,AST0026,BUY,1.23837014,33.2307,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009641,20240801,PRT00012,AST0025,BUY,2.59086774,15.8834,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009642,20240801,PRT00012,AST0014,BUY,1.31253204,31.353,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009643,20240801,PRT00012,AST0045,BUY,1.42007062,28.9787,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009644,20240801,PRT00012,AST0055,BUY,0.96558519,42.6186,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009645,20240801,PRT00012,AST0031,BUY,0.26016552,158.1757,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009646,20240801,PRT00012,AST0027,BUY,0.27798044,148.0387,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009647,20240801,PRT00012,AST0057,BUY,0.28478332,144.5024,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009648,20240801,PRT00012,AST0022,BUY,0.27483847,149.7311,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009649,20240801,PRT00012,AST0001,BUY,0.35112449,117.2002,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009650,20240801,PRT00012,AST0056,BUY,0.27420722,150.0758,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009651,20240801,PRT00012,AST0040,BUY,1.06817314,38.5255,41.15,0.25,41.4,-41.4,Invest deposit (target weights)
TXN00009652,20240801,PRT00012,AST0044,BUY,0.43143606,57.2301,24.69,0.25,24.94,-24.94,Invest deposit (target weights)
TXN00009653,20240902,PRT00012,CASH0001,DEPOSIT,761.82,1.0,761.82,0.0,761.82,761.82,Recurring deposit
TXN00009654,20240902,PRT00012,CASH0001,FEE,5.42,1.0,5.42,0.0,5.42,-5.42,Monthly fee
TXN00009655,20240902,PRT00012,CASH0001,DIVIDEND,17.6,1.0,17.6,0.0,17.6,17.6,Dividend credit (synthetic)
TXN00009656,20240902,PRT00012,AST0015,BUY,0.40054624,95.0973,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009657,20240902,PRT00012,AST0038,BUY,0.9253468,41.1639,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009658,20240902,PRT00012,AST0059,BUY,0.65077137,58.5319,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009659,20240902,PRT00012,AST0060,BUY,2.82422801,13.4872,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009660,20240902,PRT00012,AST0039,BUY,0.56791173,67.0718,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009661,20240902,PRT00012,AST0037,BUY,0.77658789,49.049,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009662,20240902,PRT00012,AST0006,BUY,0.71507894,53.2681,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009663,20240902,PRT00012,AST0026,BUY,1.28898165,29.5511,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009664,20240902,PRT00012,AST0025,BUY,2.65988069,14.3205,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009665,20240902,PRT00012,AST0014,BUY,1.1370008,33.5012,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009666,20240902,PRT00012,AST0045,BUY,1.32669133,28.7112,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009667,20240902,PRT00012,AST0055,BUY,1.23622624,30.8122,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009668,20240902,PRT00012,AST0031,BUY,0.2294825,165.9859,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009669,20240902,PRT00012,AST0027,BUY,0.24757109,153.8583,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009670,20240902,PRT00012,AST0057,BUY,0.2519458,151.1868,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009671,20240902,PRT00012,AST0022,BUY,0.24721997,154.0768,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009672,20240902,PRT00012,AST0001,BUY,0.31294586,121.7171,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009673,20240902,PRT00012,AST0056,BUY,0.24803407,153.5711,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009674,20240902,PRT00012,AST0040,BUY,1.11174326,34.2623,38.09,0.25,38.34,-38.34,Invest deposit (target weights)
TXN00009675,20240902,PRT00012,AST0044,BUY,0.40524536,56.3968,22.85,0.25,23.1,-23.1,Invest deposit (target weights)
TXN00009676,20241001,PRT00012,CASH0001,DEPOSIT,940.72,1.0,940.72,0.0,940.72,940.72,Recurring deposit
